sentence_id,lemma,form,voice,case_pattern,argument_count,arguments
22445,ἐξέρχομαι,ἐξήρχοντο,middle,INTR,0,[]
22445,ἄρχω,ἀρξάμενοι,middle,INTR,0,[]
22445,καταλείπω,κατελείφθη,passive,INTR,0,[]
22445,ἵστημι,ἑστῶσα,active,INTR,0,[]
22446,ἀνακύπτω,ἀνακύψας,active,INTR,0,[]
22446,θεάομαι,θεασάμενος,middle,INTR,0,[]
22446,λέγω,εἶπεν,active,INTR,0,[]
22447,εἰμί#1,εἰσίν,active,INTR,0,[]
22448,κατακρίνω,κατέκρινεν,active,INTR,0,[]
22449,λέγω,εἶπεν,active,INTR,0,[]
22451,λέγω,εἶπε,active,INTR,0,[]
22452,κατακρίνω,κατακρίνω,active,INTR,0,[]
22453,πορεύομαι,πορεύου,middle,INTR,0,[]
22453,ἁμαρτάνω,ἁμάρτανε,active,INTR,0,[]
22454,λαλέω,ἐλάλησεν,active,INTR,0,[]
22454,λέγω,λέγων,active,INTR,0,[]
22455,εἰμί#1,εἰμι,active,INTR,0,[]
22456,ἀκολουθέω,ἀκολουθῶν,active,INTR,0,[]
22456,περιπατέω,περιπατήσῃ,active,INTR,0,[]
22456,ἔχω,ἕξει,active,INTR,0,[]
22457,λέγω,εἶπον,active,INTR,0,[]
22458,μαρτυρέω,μαρτυρεῖς,active,INTR,0,[]
22459,εἰμί#1,ἔστιν,active,INTR,0,[]
48673,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
48673,λέγω,εἶπεν,active,INTR,0,[]
48674,μαρτυρέω,μαρτυρῶ,active,INTR,0,[]
48674,εἰμί#1,ἐστιν,active,INTR,0,[]
48674,οἶδα,οἶδα,active,INTR,0,[]
48674,ἔρχομαι,ἦλθον,active,INTR,0,[]
48674,ὑπάγω,ὑπάγω,active,INTR,0,[]
22461,οἶδα,οἴδατε,active,INTR,0,[]
22461,ἔρχομαι,ἔρχομαι,middle,INTR,0,[]
22461,ὑπάγω,ὑπάγω,active,INTR,0,[]
48675,κρίνω,κρίνετε,active,INTR,0,[]
48676,κρίνω,κρίνω,active,INTR,0,[]
22463,κρίνω,κρίνω,active,INTR,0,[]
22463,εἰμί#1,ἐστιν,active,INTR,0,[]
22463,εἰμί#1,εἰμί,active,INTR,0,[]
22463,πέμπω,πέμψας,active,INTR,0,[]
22464,γράφω,γεγραμμένον,passive,INTR,0,[]
22464,εἰμί#1,ἐστὶν,active,INTR,0,[]
22464,εἰμί#1,ἐστιν,active,INTR,0,[]
22465,εἰμί#1,εἰμι,active,INTR,0,[]
22465,μαρτυρέω,μαρτυρῶν,active,INTR,0,[]
22465,μαρτυρέω,μαρτυρεῖ,active,INTR,0,[]
22465,πέμπω,πέμψας,active,INTR,0,[]
22466,λέγω,ἔλεγον,active,INTR,0,[]
22467,εἰμί#1,ἔστιν,active,INTR,0,[]
22468,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
22469,οἶδα,οἴδατε,active,INTR,0,[]
22470,οἶδα,ᾔδειτε,active,INTR,0,[]
22470,οἶδα,ᾔδειτε,active,INTR,0,[]
22471,λαλέω,ἐλάλησεν,active,INTR,0,[]
22471,διδάσκω,διδάσκων,active,INTR,0,[]
22472,πιάζω,ἐπίασεν,active,INTR,0,[]
22472,ἔρχομαι,ἐληλύθει,active,INTR,0,[]
22473,λέγω,Εἶπεν,active,INTR,0,[]
22474,ὑπάγω,ὑπάγω,active,INTR,0,[]
22474,ζητέω,ζητήσετέ,active,INTR,0,[]
22474,ἀποθνῄσκω,ἀποθανεῖσθε,middle,INTR,0,[]
22475,ὑπάγω,ὑπάγω,active,INTR,0,[]
22475,δύναμαι,δύνασθε,middle,INTR,0,[]
22475,ἔρχομαι,ἐλθεῖν,active,INTR,0,[]
22476,λέγω,ἔλεγον,active,INTR,0,[]
22477,ἀποκτείνω,ἀποκτενεῖ,active,INTR,0,[]
22477,λέγω,λέγει,active,INTR,0,[]
22478,ὑπάγω,ὑπάγω,active,INTR,0,[]
22478,δύναμαι,δύνασθε,middle,INTR,0,[]
22478,ἔρχομαι,ἐλθεῖν,active,INTR,0,[]
22479,λέγω,ἔλεγεν,active,INTR,0,[]
48677,εἰμί#1,ἐστέ,active,INTR,0,[]
48678,εἰμί#1,εἰμί,active,INTR,0,[]
48679,εἰμί#1,ἐστέ,active,INTR,0,[]
48680,εἰμί#1,εἰμὶ,active,INTR,0,[]
22482,λέγω,εἶπον,active,INTR,0,[]
22482,ἀποθνῄσκω,ἀποθανεῖσθε,middle,INTR,0,[]
22483,πιστεύω,πιστεύσητε,active,INTR,0,[]
22483,εἰμί#1,εἰμι,active,INTR,0,[]
22483,ἀποθνῄσκω,ἀποθανεῖσθε,middle,INTR,0,[]
22484,λέγω,ἔλεγον,active,INTR,0,[]
22485,εἰμί#1,εἶ,active,INTR,0,[]
22486,λέγω,εἶπεν,active,INTR,0,[]
22487,λαλέω,λαλῶ,active,INTR,0,[]
22488,ἔχω,ἔχω,active,INTR,0,[]
22488,λαλέω,λαλεῖν,active,INTR,0,[]
22488,κρίνω,κρίνειν,active,INTR,0,[]
22489,πέμπω,πέμψας,active,INTR,0,[]
22489,εἰμί#1,ἐστιν,active,INTR,0,[]
22489,ἀκούω,ἤκουσα,active,INTR,0,[]
22489,λαλέω,λαλῶ,active,INTR,0,[]
22490,γιγνώσκω,ἔγνωσαν,active,INTR,0,[]
22490,λέγω,ἔλεγεν,active,INTR,0,[]
22491,λέγω,εἶπεν,active,INTR,0,[]
22492,ὑψόω,ὑψώσητε,active,INTR,0,[]
22492,γιγνώσκω,γνώσεσθε,middle,INTR,0,[]
22492,εἰμί#1,εἰμι,active,INTR,0,[]
22492,ποιέω,ποιῶ,active,INTR,0,[]
22492,διδάσκω,ἐδίδαξέν,active,INTR,0,[]
22492,λαλέω,λαλῶ,active,INTR,0,[]
22493,πέμπω,πέμψας,active,INTR,0,[]
22493,εἰμί#1,ἐστιν,active,INTR,0,[]
22494,ἀφίημι,ἀφῆκέν,active,INTR,0,[]
22494,ποιέω,ποιῶ,active,INTR,0,[]
22495,λαλέω,λαλοῦντος,active,INTR,0,[]
22495,πιστεύω,ἐπίστευσαν,active,INTR,0,[]
22496,λέγω,ἔλεγεν,active,INTR,0,[]
22496,πιστεύω,πεπιστευκότας,active,INTR,0,[]
22497,μένω,μείνητε,active,INTR,0,[]
22497,εἰμί#1,ἐστε,active,INTR,0,[]
22497,γιγνώσκω,γνώσεσθε,middle,INTR,0,[]
22497,ἐλευθερόω,ἐλευθερώσει,active,INTR,0,[]
22498,ἀποκρίνω,ἀπεκρίθησαν,passive,INTR,0,[]
22499,εἰμί#1,ἐσμεν,active,INTR,0,[]
22499,δουλεύω,δεδουλεύκαμεν,active,INTR,0,[]
22500,λέγω,λέγεις,active,INTR,0,[]
64188,γίγνομαι,γενήσεσθε,middle,INTR,0,[]
22501,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
22502,λέγω,λέγω,active,INTR,0,[]
22502,ποιέω,ποιῶν,active,INTR,0,[]
22502,εἰμί#1,ἐστιν,active,INTR,0,[]
22503,μένω,μένει,active,INTR,0,[]
22504,μένω,μένει,active,INTR,0,[]
22505,ἐλευθερόω,ἐλευθερώσῃ,active,INTR,0,[]
22505,εἰμί#1,ἔσεσθε,middle,INTR,0,[]
22506,οἶδα,οἶδα,active,INTR,0,[]
22506,εἰμί#1,ἐστε,active,INTR,0,[]
22507,ζητέω,ζητεῖτέ,active,INTR,0,[]
22507,ἀποκτείνω,ἀποκτεῖναι,active,INTR,0,[]
22507,χωρέω,χωρεῖ,active,INTR,0,[]
22508,ὁράω,ἑώρακα,active,INTR,0,[]
22508,λαλέω,λαλῶ,active,INTR,0,[]
22509,ἀκούω,ἠκούσατε,active,INTR,0,[]
22509,ποιέω,ποιεῖτε,active,INTR,0,[]
22510,ἀποκρίνω,ἀπεκρίθησαν,passive,INTR,0,[]
22510,λέγω,εἶπαν,active,INTR,0,[]
22511,εἰμί#1,ἐστιν,active,INTR,0,[]
22512,λέγω,λέγει,active,INTR,0,[]
22513,εἰμί#1,ἐστε,active,INTR,0,[]
22513,ποιέω,ἐποιεῖτε,active,INTR,0,[]
22514,ζητέω,ζητεῖτέ,active,INTR,0,[]
22514,ἀποκτείνω,ἀποκτεῖναι,active,INTR,0,[]
22514,λαλέω,λελάληκα,active,INTR,0,[]
22514,ἀκούω,ἤκουσα,active,INTR,0,[]
22515,ποιέω,ἐποίησεν,active,INTR,0,[]
22516,ποιέω,ποιεῖτε,active,INTR,0,[]
22517,λέγω,εἶπαν,active,INTR,0,[]
48681,γεννάω,γεγεννήμεθα,passive,INTR,0,[]
48682,ἔχω,ἔχομεν,active,INTR,0,[]
22519,λέγω,εἶπεν,active,INTR,0,[]
22520,εἰμί#1,ἦν,active,INTR,0,[]
22520,ἀγαπάω,ἠγαπᾶτε,active,INTR,0,[]
22521,ἐξέρχομαι,ἐξῆλθον,active,INTR,0,[]
22521,ἥκω,ἥκω,active,INTR,0,[]
22522,ἔρχομαι,ἐλήλυθα,active,INTR,0,[]
22522,ἀποστέλλω,ἀπέστειλεν,active,INTR,0,[]
22523,γιγνώσκω,γινώσκετε,active,INTR,0,[]
22524,δύναμαι,δύνασθε,middle,INTR,0,[]
22524,ἀκούω,ἀκούειν,active,INTR,0,[]
22525,εἰμί#1,ἐστὲ,active,INTR,0,[]
22525,ἐθέλω,θέλετε,active,INTR,0,[]
22525,ποιέω,ποιεῖν,active,INTR,0,[]
22526,εἰμί#1,ἦν,active,INTR,0,[]
22526,ἵστημι,ἔστηκεν,active,INTR,0,[]
22526,εἰμί#1,ἔστιν,active,INTR,0,[]
22527,λαλέω,λαλῇ,active,INTR,0,[]
22527,λαλέω,λαλεῖ,active,INTR,0,[]
22527,εἰμί#1,ἐστὶν,active,INTR,0,[]
22528,λέγω,λέγω,active,INTR,0,[]
22528,πιστεύω,πιστεύετέ,active,INTR,0,[]
22529,ἐλέγχω,ἐλέγχει,active,INTR,0,[]
22530,λέγω,λέγω,active,INTR,0,[]
22530,πιστεύω,πιστεύετέ,active,INTR,0,[]
22531,εἰμί#1,ὢν,active,INTR,0,[]
22531,ἀκούω,ἀκούει,active,INTR,0,[]
22532,ἀκούω,ἀκούετε,active,INTR,0,[]
22532,εἰμί#1,ἐστέ,active,INTR,0,[]
22533,ἀποκρίνω,ἀπεκρίθησαν,passive,INTR,0,[]
22533,λέγω,εἶπαν,active,INTR,0,[]
22534,λέγω,λέγομεν,active,INTR,0,[]
22534,εἰμί#1,εἶ,active,INTR,0,[]
22534,ἔχω,ἔχεις,active,INTR,0,[]
22535,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
22536,ἔχω,ἔχω,active,INTR,0,[]
22536,τιμάω,τιμῶ,active,INTR,0,[]
22536,ἀτιμάζω,ἀτιμάζετέ,active,INTR,0,[]
22537,ζητέω,ζητῶ,active,INTR,0,[]
22538,εἰμί#1,ἔστιν,active,INTR,0,[]
22538,ζητέω,ζητῶν,active,INTR,0,[]
22538,κρίνω,κρίνων,active,INTR,0,[]
48683,λέγω,λέγω,active,INTR,0,[]
48684,τηρέω,τηρήσῃ,active,INTR,0,[]
48684,θεωρέω,θεωρήσῃ,active,INTR,0,[]
22540,λέγω,εἶπαν,active,INTR,0,[]
22541,γιγνώσκω,ἐγνώκαμεν,active,INTR,0,[]
22541,ἔχω,ἔχεις,active,INTR,0,[]
22542,ἀποθνῄσκω,ἀπέθανεν,active,INTR,0,[]
22542,λέγω,λέγεις,active,INTR,0,[]
22543,τηρέω,τηρήσῃ,active,INTR,0,[]
22543,γεύομαι,γεύσηται,middle,INTR,0,[]
22544,εἰμί#1,εἶ,active,INTR,0,[]
22544,ἀποθνῄσκω,ἀπέθανεν,active,INTR,0,[]
22545,ἀποθνῄσκω,ἀπέθανον,active,INTR,0,[]
22546,ποιέω,ποιεῖς,active,INTR,0,[]
22547,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
22548,δοξάζω,δοξάσω,active,INTR,0,[]
22548,εἰμί#1,ἐστιν,active,INTR,0,[]
48685,εἰμί#1,ἔστιν,active,INTR,0,[]
48685,δοξάζω,δοξάζων,active,INTR,0,[]
48685,λέγω,λέγετε,active,INTR,0,[]
64189,εἰμί#1,ἐστιν,active,INTR,0,[]
59991,γιγνώσκω,ἐγνώκατε,active,INTR,0,[]
48686,οἶδα,οἶδα,active,INTR,0,[]
22550,λέγω,εἴπω,active,INTR,0,[]
22550,οἶδα,οἶδα,active,INTR,0,[]
22550,εἰμί#1,ἔσομαι,middle,INTR,0,[]
22551,οἶδα,οἶδα,active,INTR,0,[]
22551,τηρέω,τηρῶ,active,INTR,0,[]
22552,ἀγαλλιάω,ἠγαλλιάσατο,middle,INTR,0,[]
22552,οἶδα,εἴδῃ,active,INTR,0,[]
22552,ὁράω,εἶδεν,active,INTR,0,[]
22552,χαίρω,ἐχάρη,passive,INTR,0,[]
22553,λέγω,εἶπαν,active,INTR,0,[]
22554,ἔχω,ἔχεις,active,INTR,0,[]
22554,ὁράω,ἑώρακας,active,INTR,0,[]
22555,λέγω,εἶπεν,active,INTR,0,[]
48687,λέγω,λέγω,active,INTR,0,[]
48688,γίγνομαι,γενέσθαι,middle,INTR,0,[]
48688,εἰμί#1,εἰμί,active,INTR,0,[]
22557,ἀείρω,ἦραν,active,INTR,0,[]
22557,βάλλω,βάλωσιν,active,INTR,0,[]
22558,κρύπτω,ἐκρύβη,passive,INTR,0,[]
22558,ἐξέρχομαι,ἐξῆλθεν,active,INTR,0,[]
22559,παράγω,παράγων,active,INTR,0,[]
22559,ὁράω,εἶδεν,active,INTR,0,[]
22560,ἐρωτάω,ἠρώτησαν,active,INTR,0,[]
22560,λέγω,λέγοντες,active,INTR,0,[]
22561,ἁμαρτάνω,ἥμαρτεν,active,INTR,0,[]
22561,γεννάω,γεννηθῇ,passive,INTR,0,[]
22562,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
22563,ἁμαρτάνω,ἥμαρτεν,active,INTR,0,[]
22563,φανερόω,φανερωθῇ,passive,INTR,0,[]
22564,δεῖ,δεῖ,active,INTR,0,[]
22564,ἐργάζομαι,ἐργάζεσθαι,middle,INTR,0,[]
22564,πέμπω,πέμψαντός,active,INTR,0,[]
22564,εἰμί#1,ἐστίν,active,INTR,0,[]
22565,ἔρχομαι,ἔρχεται,middle,INTR,0,[]
22565,δύναμαι,δύναται,middle,INTR,0,[]
22565,ἐργάζομαι,ἐργάζεσθαι,middle,INTR,0,[]
22566,εἰμί#1,ὦ,active,INTR,0,[]
22566,εἰμί#1,εἰμι,active,INTR,0,[]
22567,λέγω,εἰπὼν,active,INTR,0,[]
22567,πτύω,ἔπτυσεν,active,INTR,0,[]
22567,ποιέω,ἐποίησεν,active,INTR,0,[]
22567,ἐπιχρίω,ἐπέχρισεν,active,INTR,0,[]
22567,λέγω,εἶπεν,active,INTR,0,[]
22568,ὑπάγω,ὕπαγε,active,INTR,0,[]
22568,νίπτω,νίψαι,middle,INTR,0,[]
22568,ἑρμηνεύω,ἑρμηνεύεται,passive,INTR,0,[]
22568,ἀποστέλλω,ἀπεσταλμένος,passive,INTR,0,[]
22569,ἀπέρχομαι,ἀπῆλθεν,active,INTR,0,[]
22569,νίπτω,ἐνίψατο,middle,INTR,0,[]
22569,ἔρχομαι,ἦλθεν,active,INTR,0,[]
22569,βλέπω,βλέπων,active,INTR,0,[]
22570,θεωρέω,θεωροῦντες,active,INTR,0,[]
22570,εἰμί#1,ἦν,active,INTR,0,[]
22570,λέγω,ἔλεγον,active,INTR,0,[]
22571,εἰμί#1,ἐστιν,active,INTR,0,[]
22571,κάθημαι,καθήμενος,middle,INTR,0,[]
22571,προσαιτέω,προσαιτῶν,active,INTR,0,[]
22572,λέγω,ἔλεγον,active,INTR,0,[]
22572,εἰμί#1,ἐστιν,active,INTR,0,[]
22573,λέγω,ἔλεγον,active,INTR,0,[]
22574,εἰμί#1,ἐστιν,active,INTR,0,[]
22575,λέγω,ἔλεγεν,active,INTR,0,[]
63069,εἰμί#1,εἰμι,active,INTR,0,[]
22576,λέγω,ἔλεγον,active,INTR,0,[]
22577,ἀνοίγνυμι,ἠνεῴχθησάν,passive,INTR,0,[]
22578,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
22579,λέγω,λεγόμενος,passive,INTR,0,[]
22579,ποιέω,ἐποίησεν,active,INTR,0,[]
22579,ἐπιχρίω,ἐπέχρισέν,active,INTR,0,[]
22579,λέγω,εἶπέν,active,INTR,0,[]
59992,ὑπάγω,ὕπαγε,active,INTR,0,[]
59992,νίπτω,νίψαι,middle,INTR,0,[]
22580,ἀπέρχομαι,ἀπελθὼν,active,INTR,0,[]
22580,νίπτω,νιψάμενος,middle,INTR,0,[]
22580,ἀναβλέπω,ἀνέβλεψα,active,INTR,0,[]
22581,λέγω,εἶπαν,active,INTR,0,[]
22582,εἰμί#1,ἔστιν,active,INTR,0,[]
22583,λέγω,λέγει,active,INTR,0,[]
22584,οἶδα,οἶδα,active,INTR,0,[]
22585,ἄγω,Ἄγουσιν,active,INTR,0,[]
22586,εἰμί#1,ἦν,active,INTR,0,[]
22586,ποιέω,ἐποίησεν,active,INTR,0,[]
22586,ἀνοίγνυμι,ἀνέῳξεν,active,INTR,0,[]
22587,ἐρωτάω,ἠρώτων,active,INTR,0,[]
22587,ἀναβλέπω,ἀνέβλεψεν,active,INTR,0,[]
22588,λέγω,εἶπεν,active,INTR,0,[]
22589,ἐπιτίθημι,ἐπέθηκέν,active,INTR,0,[]
22589,νίπτω,ἐνιψάμην,middle,INTR,0,[]
22589,βλέπω,βλέπω,active,INTR,0,[]
22590,λέγω,ἔλεγον,active,INTR,0,[]
22591,εἰμί#1,ἔστιν,active,INTR,0,[]
22591,τηρέω,τηρεῖ,active,INTR,0,[]
22592,λέγω,ἔλεγον,active,INTR,0,[]
22593,δύναμαι,δύναται,middle,INTR,0,[]
22593,ποιέω,ποιεῖν,active,INTR,0,[]
22594,εἰμί#1,ἦν,active,INTR,0,[]
22595,λέγω,λέγουσιν,active,INTR,0,[]
22596,λέγω,λέγεις,active,INTR,0,[]
22596,ἀνοίγνυμι,ἤνοιξέν,active,INTR,0,[]
22597,λέγω,εἶπεν,active,INTR,0,[]
22597,εἰμί#1,ἐστίν,active,INTR,0,[]
22598,πιστεύω,ἐπίστευσαν,active,INTR,0,[]
22598,εἰμί#1,ἦν,active,INTR,0,[]
22598,ἀναβλέπω,ἀνέβλεψεν,active,INTR,0,[]
22598,φωνέω,ἐφώνησαν,active,INTR,0,[]
22598,ἀναβλέπω,ἀναβλέψαντος,active,INTR,0,[]
22598,ἐρωτάω,ἠρώτησαν,active,INTR,0,[]
22598,λέγω,λέγοντες,active,INTR,0,[]
22599,εἰμί#1,ἐστιν,active,INTR,0,[]
22599,λέγω,λέγετε,active,INTR,0,[]
22599,γεννάω,ἐγεννήθη,passive,INTR,0,[]
22600,βλέπω,βλέπει,active,INTR,0,[]
22601,ἀποκρίνω,ἀπεκρίθησαν,passive,INTR,0,[]
22601,λέγω,εἶπαν,active,INTR,0,[]
22602,οἶδα,οἴδαμεν,active,INTR,0,[]
22602,εἰμί#1,ἐστιν,active,INTR,0,[]
22602,γεννάω,ἐγεννήθη,passive,INTR,0,[]
22603,βλέπω,βλέπει,active,INTR,0,[]
22603,οἶδα,οἴδαμεν,active,INTR,0,[]
22603,ἀνοίγνυμι,ἤνοιξεν,active,INTR,0,[]
22603,οἶδα,οἴδαμεν,active,INTR,0,[]
48689,ἐρωτάω,ἐρωτήσατε,active,INTR,0,[]
48690,ἔχω,ἔχει,active,INTR,0,[]
48691,λαλέω,λαλήσει,active,INTR,0,[]
22605,λέγω,εἶπον,active,INTR,0,[]
22605,φοβέω,ἐφοβοῦντο,middle,INTR,0,[]
22606,συντίθημι,συνετέθειντο,middle,INTR,0,[]
22606,ὁμολογέω,ὁμολογήσῃ,active,INTR,0,[]
22606,γίγνομαι,γένηται,middle,INTR,0,[]
22607,λέγω,εἶπαν,active,INTR,0,[]
63051,ἔχω,ἔχει,active,INTR,0,[]
63052,ἐπερωτάω,ἐπερωτήσατε,active,INTR,0,[]
22608,φωνέω,Ἐφώνησαν,active,INTR,0,[]
22608,εἰμί#1,ἦν,active,INTR,0,[]
22608,λέγω,εἶπαν,active,INTR,0,[]
22609,δίδωμι,δὸς,active,INTR,0,[]
22610,οἶδα,οἴδαμεν,active,INTR,0,[]
22610,εἰμί#1,ἐστιν,active,INTR,0,[]
22611,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
22612,εἰμί#1,ἐστιν,active,INTR,0,[]
22612,οἶδα,οἶδα,active,INTR,0,[]
22613,οἶδα,οἶδα,active,INTR,0,[]
22613,εἰμί#1,ὢν,active,INTR,0,[]
22613,βλέπω,βλέπω,active,INTR,0,[]
22614,λέγω,εἶπον,active,INTR,0,[]
22615,ποιέω,ἐποίησέν,active,INTR,0,[]
22616,ἀνοίγνυμι,ἤνοιξέν,active,INTR,0,[]
22617,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
22618,λέγω,εἶπον,active,INTR,0,[]
22618,ἀκούω,ἠκούσατε,active,INTR,0,[]
22619,ἐθέλω,θέλετε,active,INTR,0,[]
22619,ἀκούω,ἀκούειν,active,INTR,0,[]
22620,ἐθέλω,θέλετε,active,INTR,0,[]
22620,γίγνομαι,γενέσθαι,middle,INTR,0,[]
22621,λοιδορέω,ἐλοιδόρησαν,active,INTR,0,[]
22621,λέγω,εἶπαν,active,INTR,0,[]
48692,εἰμί#1,εἶ,active,INTR,0,[]
48693,εἰμί#1,ἐσμὲν,active,INTR,0,[]
48694,οἶδα,οἴδαμεν,active,INTR,0,[]
48694,λαλέω,λελάληκεν,active,INTR,0,[]
48695,οἶδα,οἴδαμεν,active,INTR,0,[]
48695,εἰμί#1,ἐστίν,active,INTR,0,[]
22624,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
22624,λέγω,εἶπεν,active,INTR,0,[]
22625,εἰμί#1,ἐστιν,active,INTR,0,[]
22625,οἶδα,οἴδατε,active,INTR,0,[]
22625,εἰμί#1,ἐστίν,active,INTR,0,[]
22625,ἀνοίγνυμι,ἤνοιξέν,active,INTR,0,[]
22626,οἶδα,οἴδαμεν,active,INTR,0,[]
22626,ἀκούω,ἀκούει,active,INTR,0,[]
22626,εἰμί#1,ᾖ,active,INTR,0,[]
22626,ποιέω,ποιῇ,active,INTR,0,[]
22626,ἀκούω,ἀκούει,active,INTR,0,[]
22627,ἀκούω,ἠκούσθη,passive,INTR,0,[]
22627,ἀνοίγνυμι,ἤνοιξέν,active,INTR,0,[]
22627,γεννάω,γεγεννημένου,passive,INTR,0,[]
22628,εἰμί#1,ἦν,active,INTR,0,[]
22628,δύναμαι,ἠδύνατο,middle,INTR,0,[]
22628,ποιέω,ποιεῖν,active,INTR,0,[]
22629,ἀποκρίνω,ἀπεκρίθησαν,passive,INTR,0,[]
22629,λέγω,εἶπαν,active,INTR,0,[]
22630,γεννάω,ἐγεννήθης,passive,INTR,0,[]
22630,διδάσκω,διδάσκεις,active,INTR,0,[]
22631,ἐκβάλλω,ἐξέβαλον,active,INTR,0,[]
22632,ἀκούω,Ἤκουσεν,active,INTR,0,[]
22632,ἐκβάλλω,ἐξέβαλον,active,INTR,0,[]
22632,εὑρίσκω,εὑρὼν,active,INTR,0,[]
22632,λέγω,εἶπεν,active,INTR,0,[]
22633,πιστεύω,πιστεύεις,active,INTR,0,[]
22634,ἀποκρίνω,ἀπεκρίθη,passive,INTR,0,[]
22634,λέγω,εἶπεν,active,INTR,0,[]
22635,εἰμί#1,ἐστιν,active,INTR,0,[]
22635,πιστεύω,πιστεύσω,active,INTR,0,[]
22636,λέγω,εἶπεν,active,INTR,0,[]
22637,ὁράω,ἑώρακας,active,INTR,0,[]
22637,λαλέω,λαλῶν,active,INTR,0,[]
22637,εἰμί#1,ἐστιν,active,INTR,0,[]
22638,φημί,ἔφη,active,INTR,0,[]
22639,πιστεύω,πιστεύω,active,INTR,0,[]
22640,προσκυνέω,προσεκύνησεν,active,INTR,0,[]
22641,λέγω,εἶπεν,active,INTR,0,[]
22642,ἔρχομαι,ἦλθον,active,INTR,0,[]
22642,βλέπω,βλέποντες,active,INTR,0,[]
22642,βλέπω,βλέπωσιν,active,INTR,0,[]
22642,βλέπω,βλέποντες,active,INTR,0,[]
22642,γίγνομαι,γένωνται,middle,INTR,0,[]
22643,ἀκούω,ἤκουσαν,active,INTR,0,[]
22643,εἰμί#1,ὄντες,active,INTR,0,[]
22643,λέγω,εἶπαν,active,INTR,0,[]
22644,εἰμί#1,ἐσμεν,active,INTR,0,[]
22645,λέγω,εἶπεν,active,INTR,0,[]
22646,εἰμί#1,ἦτε,active,INTR,0,[]
22646,ἔχω,εἴχετε,active,INTR,0,[]
22647,λέγω,λέγετε,active,INTR,0,[]
64191,βλέπω,βλέπομεν,active,INTR,0,[]
22648,μένω,μένει,active,INTR,0,[]
48696,λέγω,λέγω,active,INTR,0,[]
48697,εἰσέρχομαι,εἰσερχόμενος,middle,INTR,0,[]
48697,ἀναβαίνω,ἀναβαίνων,active,INTR,0,[]
48697,εἰμί#1,ἐστὶν,active,INTR,0,[]
22650,εἰσέρχομαι,εἰσερχόμενος,middle,INTR,0,[]
22650,εἰμί#1,ἐστιν,active,INTR,0,[]
22651,ἀνοίγνυμι,ἀνοίγει,active,INTR,0,[]
22651,ἀκούω,ἀκούει,active,INTR,0,[]
22651,φωνέω,φωνεῖ,active,INTR,0,[]
22651,ἐξάγω,ἐξάγει,active,INTR,0,[]
22652,ἐκβάλλω,ἐκβάλῃ,active,INTR,0,[]
22652,πορεύομαι,πορεύεται,middle,INTR,0,[]
22652,ἀκολουθέω,ἀκολουθεῖ,active,INTR,0,[]
22652,οἶδα,οἴδασιν,active,INTR,0,[]
22653,ἀκολουθέω,ἀκολουθήσουσιν,active,INTR,0,[]
22653,φεύγω,φεύξονται,middle,INTR,0,[]
22653,οἶδα,οἴδασιν,active,INTR,0,[]
22654,λέγω,εἶπεν,active,INTR,0,[]
22655,γιγνώσκω,ἔγνωσαν,active,INTR,0,[]
22655,εἰμί#1,ἦν,active,INTR,0,[]
22655,λαλέω,ἐλάλει,active,INTR,0,[]
22656,λέγω,εἶπεν,active,INTR,0,[]
22657,λέγω,λέγω,active,INTR,0,[]
22657,εἰμί#1,εἰμι,active,INTR,0,[]
22658,ἔρχομαι,ἦλθον,active,INTR,0,[]
22658,εἰμί#1,εἰσὶν,active,INTR,0,[]
22658,ἀκούω,ἤκουσαν,active,INTR,0,[]
22659,εἰμί#1,εἰμι,active,INTR,0,[]
22660,εἰσέρχομαι,εἰσέλθῃ,active,INTR,0,[]
22660,σῴζω,σωθήσεται,passive,INTR,0,[]
22660,εἰσέρχομαι,εἰσελεύσεται,middle,INTR,0,[]
22660,ἐξέρχομαι,ἐξελεύσεται,middle,INTR,0,[]
22660,εὑρίσκω,εὑρήσει,active,INTR,0,[]
22661,ἔρχομαι,ἔρχεται,middle,INTR,0,[]
22661,κλέπτω,κλέψῃ,active,INTR,0,[]
22661,θύω,θύσῃ,active,INTR,0,[]
22661,ἀπόλλυμι,ἀπολέσῃ,active,INTR,0,[]
22662,ἔρχομαι,ἦλθον,active,INTR,0,[]
22662,ἔχω,ἔχωσιν,active,INTR,0,[]
22662,ἔχω,ἔχωσιν,active,INTR,0,[]
22663,εἰμί#1,εἰμι,active,INTR,0,[]
22664,τίθημι,τίθησιν,active,INTR,0,[]
22665,εἰμί#1,ὢν,active,INTR,0,[]
22665,εἰμί#1,ἐστὶν,active,INTR,0,[]
22665,θεωρέω,θεωρεῖ,active,INTR,0,[]
